n,row-seq,col-seq,row-par-3,row-par-6,row-par-12,row-par-24,row-par-48,row-par-96,col-par-3,col-par-6,col-par-12,col-par-24,col-par-48,col-par-96
4000,0.299516,0.339728,0.355321,0.372744,0.446795,0.707094,0.696987,0.346530,0.377731,0.391901,0.498117,0.467237,0.487674,0.361211
4500,0.379993,0.449113,0.427015,0.523611,0.576392,0.588103,0.705255,0.679025,0.447456,0.487557,0.577732,0.622537,0.552480,0.511106
500,0.005016,0.004914,0.010578,0.002067,0.003766,0.007753,0.007067,0.018181,0.005378,0.010215,0.004743,0.004676,0.009607,0.018708
5000,0.467671,0.568964,0.525984,0.565293,0.703343,0.779102,0.816485,0.818413,0.577263,0.608103,0.731546,0.750754,0.846309,0.660984
5500,0.580656,0.715901,0.627240,0.765683,0.890749,1.099783,0.888195,1.112428,0.685507,0.731741,0.814502,0.870734,1.022426,0.939423
6000,0.681411,0.908931,0.804488,0.922459,1.262038,1.876404,1.856586,1.857737,0.852904,0.938989,0.935157,1.243494,1.562960,1.748882
6500,0.798476,1.055473,0.945426,0.961412,1.399223,1.358021,1.365472,1.787749,0.981371,1.063296,1.175349,1.338701,1.686745,1.779875
7000,0.924596,1.261566,1.077054,1.112940,1.341584,1.318733,2.043483,3.928242,1.127649,1.225967,1.326231,1.677084,2.107210,2.306909
7500,1.067529,1.504278,1.213730,1.353902,1.338480,2.182531,2.557576,2.652896,1.313241,1.318532,1.455697,1.810443,2.051689,2.202400
8000,1.258046,1.759587,1.375208,1.547196,1.996715,3.092966,2.024649,2.581973,1.460571,1.544440,1.971664,1.924382,2.060948,2.536091
8500,1.368265,2.010160,1.534091,1.682593,1.669511,2.559128,3.241982,3.337642,1.633889,1.713636,1.957876,2.543785,2.494298,2.821933
9000,1.530850,2.279789,1.696692,1.831066,2.073746,2.802884,2.527854,4.153982,1.852203,1.936831,2.068866,2.859808,2.857862,2.999960
9500,1.708791,2.637155,1.888714,2.062727,2.028154,4.339203,3.685490,4.192706,2.061986,2.160812,2.249199,2.759380,3.144825,3.251941
1000,0.018712,0.019828,0.036488,0.033440,0.005737,0.026319,0.021576,0.019016,0.036866,0.033686,0.010634,0.019881,0.022504,0.019883
10000,1.950193,2.846520,2.073950,2.143835,2.485821,3.500714,3.906918,3.731546,2.255268,2.342207,2.605195,3.178374,3.490964,3.966766
1500,0.042075,0.042333,0.072464,0.095124,0.083023,0.087052,0.060832,0.041329,0.074339,0.074462,0.101723,0.092782,0.024364,0.032006
2000,0.075080,0.078352,0.109390,0.145654,0.140308,0.163622,0.081667,0.089251,0.109342,0.119764,0.136662,0.102101,0.048119,0.057940
2500,0.116926,0.122964,0.156642,0.177304,0.225872,0.286229,0.345060,0.168978,0.159847,0.188579,0.216621,0.321944,0.278352,0.244635
3000,0.168334,0.179657,0.198440,0.242490,0.311855,0.251133,0.474718,0.248138,0.248453,0.218145,0.300217,0.248006,0.280237,0.308811
3500,0.229360,0.255210,0.337258,0.303662,0.379773,0.399744,0.464431,0.547641,0.281209,0.319599,0.373992,0.494245,0.408108,0.324388
4000,0.300004,0.337462,0.353488,0.384588,0.508921,0.569729,0.481753,0.609251,0.366141,0.391844,0.468891,0.509328,0.500693,0.366132
4500,0.381532,0.446749,0.430649,0.466366,0.593420,0.741367,0.788236,0.722196,0.461894,0.488049,0.565238,0.600407,0.823028,0.784075
500,0.004934,0.004974,0.012066,0.002676,0.001926,0.003673,0.008181,0.020080,0.003255,0.004307,0.004683,0.005600,0.005478,0.016755
5000,0.480734,0.571493,0.516732,0.622346,0.753639,0.850062,0.788652,0.906378,0.561882,0.589549,0.685016,0.694345,0.974624,0.750690
5500,0.573026,0.721094,0.634028,0.681655,0.764281,0.871314,0.896867,1.063924,0.685270,0.731240,0.792856,1.106285,0.984740,0.919133
6000,0.682644,0.910445,0.809822,0.914203,0.908199,1.519474,2.579881,5.694047,0.839805,0.914461,1.059361,1.610958,1.441782,1.800576
6500,0.800194,1.074845,0.942797,1.045415,1.062150,1.757177,2.048350,2.473017,0.984488,1.054485,1.122350,1.634932,1.555287,1.728305
7000,0.924211,1.280442,1.058644,1.171920,1.612420,3.116316,1.747476,5.529302,1.135242,1.236177,1.335192,1.649631,2.019844,1.889951
7500,1.067426,1.506549,1.205303,1.336788,1.792503,2.287648,2.569283,1.945306,1.325687,1.375641,1.488601,1.909591,2.179331,2.463011
8000,1.222942,1.760158,1.398439,1.483346,1.990742,3.746523,2.780619,2.703760,1.484084,1.542757,1.635009,2.743724,2.338627,2.262464
8500,1.367687,1.950589,1.528254,1.579848,1.919841,2.415975,2.973266,7.135172,1.725294,1.740469,1.939282,2.429852,2.648969,3.186876
9000,1.530797,2.294350,1.647797,1.773782,2.080668,2.877374,3.207909,3.178184,1.925425,1.934412,2.079872,2.788014,2.809711,3.440189
9500,1.722574,2.545687,1.882339,2.009995,2.464505,3.077141,3.669395,4.369639,2.077128,2.149427,2.437978,2.636861,3.147854,3.414494
1000,0.018715,0.019811,0.037874,0.033890,0.014434,0.027778,0.020989,0.020144,0.035596,0.026254,0.042994,0.005595,0.013285,0.013637
10000,1.900622,2.943359,2.205619,2.202643,2.690986,3.703045,4.270870,6.355619,2.344903,2.334029,2.715506,3.382955,3.715661,3.657751
1500,0.042041,0.042350,0.068571,0.089487,0.069843,0.069668,0.046620,0.052124,0.074427,0.095013,0.092103,0.093624,0.028772,0.092570
2000,0.074949,0.077597,0.110782,0.112926,0.115119,0.106393,0.057576,0.039939,0.110856,0.125412,0.142271,0.142711,0.106722,0.056744
2500,0.120441,0.123158,0.149359,0.177833,0.237591,0.333243,0.222187,0.081416,0.156824,0.174911,0.167271,0.297360,0.306675,0.109997
3000,0.168747,0.180408,0.209806,0.243771,0.305303,0.409721,0.329443,0.224762,0.211634,0.227593,0.294855,0.390164,0.449934,0.282135
3500,0.229469,0.250472,0.282445,0.320986,0.393261,0.361319,0.355088,0.408035,0.285639,0.294431,0.355900,0.448027,0.555482,0.453924
4000,0.299963,0.343639,0.343421,0.394134,0.422544,0.579720,0.470255,0.637237,0.364113,0.373269,0.508047,0.501794,0.460362,0.522765
4500,0.378914,0.444770,0.484935,0.466637,0.610301,0.567696,0.774347,0.597583,0.466569,0.505562,0.573445,0.612342,0.800960,0.680033
500,0.004762,0.004808,0.000505,0.004596,0.001540,0.005159,0.006685,0.015826,0.012311,0.008747,0.004996,0.005281,0.011212,0.016433
5000,0.468179,0.574221,0.523420,0.564458,0.697300,0.749289,0.993458,0.746844,0.578582,0.608419,0.664326,0.794399,0.918823,0.831767
5500,0.574754,0.706058,0.692866,0.759555,0.818274,0.900557,0.852139,0.858235,0.686058,0.715718,0.813225,1.022902,0.898254,0.854919
6000,0.681325,0.911406,0.804206,0.914933,1.055400,1.401335,1.309113,4.304531,0.815193,0.911728,1.050089,1.289053,1.558052,1.614066
6500,0.799948,1.062320,0.895963,1.048621,1.397240,1.747386,2.089737,5.216349,0.990348,1.055133,1.254051,1.733438,1.765292,2.087539
7000,0.928134,1.285299,1.111938,1.192473,1.373356,3.107350,1.880433,5.449186,1.093301,1.203974,1.363663,1.751137,1.800479,2.306943
7500,1.064945,1.497401,1.217805,1.422882,1.780888,2.046201,2.493114,1.985569,1.299543,1.370886,1.449254,1.818110,2.238223,2.021076
8000,1.217886,1.765173,1.376742,1.392746,1.704888,1.925139,2.942981,6.388337,1.461917,1.544118,1.786655,2.021977,2.372565,2.401086
8500,1.367297,1.992889,1.528643,1.686668,1.940278,2.514641,3.007237,4.363531,1.702652,1.728112,1.820048,2.581496,2.622340,3.217323
9000,1.569739,2.254540,1.716471,1.829098,2.308324,3.161494,5.738607,4.588260,1.838991,2.095184,2.041933,2.716941,3.122384,3.631507
9500,1.711390,2.548242,1.916014,1.955608,2.467427,2.460780,3.628264,7.427032,2.039097,2.136091,2.404863,2.636393,3.449821,4.027466
